,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Overall_score,housing age,remod age,Exter Score,Bsmt score,Bsmt Finished Area,BsmtFin Score,Gr Liv Calc,total_bath_rooms,Garage years,Garage_Area_Per_Car,Total_Porch_Area,Season
1192,307,911204090,20,C (all),66,8712,Grvl,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.0,5,5,1952,1952,Hip,CompShg,Wd Sdng,NIL,None,0.0,CBlock,3,3,3,0,0.0,0,0.0,540.0,540.0,GasA,4,N,1044,0,0,1044,0.0,0.0,1,0,2,1,2,4,Typ,0,0,Basment,1952.0,1.0,2.0,504.0,3.0,N,0,0,0,0,0,0,NA,0,Shed,54,6,2010,WD ,55993,10,58,58,5,9,0.0,0,1044,1.0,58.0,252.0,0,Summer
1193,180,902206220,50,RM,69,11851,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5,5,7,1948,2009,Gable,CompShg,VinylSd,NIL,None,0.0,BrkTil,3,3,1,3,780.0,0,0.0,247.0,1027.0,GasA,5,Y,1027,606,0,1633,0.0,0.0,1,0,3,1,4,7,Typ,1,4,Detchd,1948.0,1.0,1.0,240.0,3.0,Y,0,100,126,0,0,0,NA,0,NA,0,6,2010,WD ,129000,12,62,1,7,7,780.0,3,1633,1.0,62.0,240.0,226,Summer
1194,2896,916402125,20,RL,54,13811,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1.0,6,6,1987,1987,Gable,CompShg,HdBoard,NIL,BrkFace,72.0,CBlock,4,4,1,5,980.0,1,40.0,92.0,1112.0,GasA,3,Y,1137,0,0,1137,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,1987.0,1.0,2.0,551.0,3.0,Y,125,0,0,0,0,0,NA,0,NA,0,7,2006,WD ,176000,12,19,19,6,9,1020.0,6,1137,3.0,19.0,275.5,0,Summer
1195,668,535402090,20,RL,83,10143,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,6,7,1963,1963,Gable,CompShg,HdBoard,NIL,BrkFace,295.0,CBlock,3,3,1,2,384.0,0,0.0,996.0,1380.0,GasA,2,Y,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1963.0,1.0,1.0,364.0,3.0,Y,0,0,0,0,216,0,NA,2,NA,0,6,2009,WD ,154000,13,46,46,6,7,384.0,2,1380,2.0,46.0,364.0,216,Summer
1196,1582,916402215,20,RL,93,18265,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1.0,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,CBlock,4,4,3,5,920.0,2,60.0,276.0,1256.0,GasA,5,Y,1256,0,0,1256,0.0,0.0,2,0,3,1,4,6,Typ,1,2,Attchd,1986.0,1.0,2.0,578.0,3.0,Y,282,0,0,0,0,0,NA,0,NA,0,3,2008,WD ,180000,11,22,22,8,11,980.0,7,1256,2.0,22.0,289.0,0,Spring
1197,2285,923225050,120,RM,44,4224,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1.0,5,5,1976,1976,Gable,CompShg,CemntBd,NIL,None,0.0,PConc,4,3,1,4,874.0,0,0.0,268.0,1142.0,GasA,4,Y,1142,0,0,1142,1.0,0.0,1,1,3,1,3,6,Typ,1,1,Attchd,1976.0,3.0,2.0,528.0,3.0,Y,536,90,0,0,0,0,NA,3,NA,0,8,2007,WD ,134000,10,31,31,6,8,874.0,4,1142,3.0,31.0,264.0,90,Summer
1198,2079,905426010,20,RL,84,12615,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.0,6,7,1950,2001,Gable,CompShg,WdShing,NIL,None,0.0,CBlock,3,4,3,4,477.0,0,0.0,725.0,1202.0,GasA,4,Y,2158,0,0,2158,1.0,0.0,2,0,4,1,4,7,Typ,1,4,Attchd,1950.0,1.0,2.0,576.0,3.0,Y,0,29,39,0,0,0,NA,3,NA,0,6,2007,WD ,243000,13,57,6,6,10,477.0,4,2158,3.0,57.0,288.0,68,Summer
1199,2272,916475020,20,RL,85,14536,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1.0,8,5,2002,2003,Hip,CompShg,VinylSd,NIL,BrkFace,236.0,PConc,4,3,3,5,1300.0,0,0.0,316.0,1616.0,GasA,5,Y,1629,0,0,1629,1.0,0.0,2,0,3,1,4,9,Typ,1,4,Attchd,2002.0,3.0,3.0,808.0,3.0,Y,0,252,0,0,0,0,NA,0,NA,0,11,2007,WD ,270000,13,5,4,7,10,1300.0,5,1629,3.0,5.0,269.3333333333333,252,Fall
1200,2250,914452190,20,RL,71,9187,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1.0,6,5,1983,1983,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,3,3,1,4,336.0,0,0.0,748.0,1084.0,GasA,4,Y,1080,0,0,1080,0.0,0.0,1,1,3,1,3,5,Typ,0,0,Attchd,1983.0,1.0,2.0,484.0,3.0,Y,120,0,158,0,0,0,NA,0,NA,0,6,2007,WD ,134000,11,24,24,7,7,336.0,4,1080,2.0,24.0,242.0,158,Summer
1201,502,528365070,60,RL,90,9900,Pave,NA,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2.0,7,5,1993,1993,Gable,CompShg,HdBoard,NIL,BrkFace,256.0,PConc,4,3,4,5,987.0,0,0.0,360.0,1347.0,GasA,5,Y,1372,1274,0,2646,1.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1993.0,2.0,3.0,656.0,3.0,Y,340,60,144,0,0,0,NA,0,NA,0,4,2009,WD ,260000,12,16,16,7,11,987.0,5,2646,4.0,16.0,218.66666666666666,204,Spring
1202,2166,907420060,60,RL,64,8333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2.0,7,5,2006,2006,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,1,0,0.0,0,0.0,738.0,738.0,GasA,3,Y,738,753,0,1491,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,2006.0,2.0,2.0,484.0,3.0,Y,100,30,0,0,0,0,NA,0,NA,0,5,2007,WD ,168675,12,1,1,7,8,0.0,0,1491,3.0,1.0,242.0,30,Spring
1203,1622,527158090,80,RL,73,10147,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2.0,6,5,1994,1994,Gable,CompShg,HdBoard,NIL,BrkFace,32.0,PConc,4,3,1,1,186.0,0,0.0,206.0,392.0,GasA,3,Y,924,770,0,1694,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1994.0,3.0,2.0,398.0,3.0,Y,256,64,0,0,0,0,NA,3,NA,0,3,2007,WD ,160000,11,13,13,6,8,186.0,1,1694,3.0,13.0,199.0,64,Spring
1204,1299,902136110,50,RM,44,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,BrkTil,2,3,1,0,0.0,0,0.0,684.0,684.0,GasA,3,Y,684,396,0,1080,0.0,0.0,1,0,3,1,4,5,Typ,0,0,NA,1890.0,0.0,0.0,0.0,0.0,N,0,165,30,0,0,0,NA,0,NA,0,9,2008,WD ,95000,14,118,12,6,6,0.0,0,1080,1.0,118.0,0.0,195,Fall
1205,832,906392130,60,RL,79,11646,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2.0,6,5,2005,2006,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,3,0,0.0,0,0.0,704.0,704.0,GasA,5,Y,704,718,0,1422,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,2005.0,3.0,2.0,440.0,3.0,Y,36,28,0,0,0,0,NA,0,NA,0,7,2009,WD ,173000,11,4,3,7,10,0.0,0,1422,3.0,4.0,220.0,28,Summer
1206,2470,528488130,20,FV,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,4,1,0,0.0,0,0.0,1293.0,1293.0,GasA,5,Y,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,Typ,1,4,Attchd,2006.0,2.0,2.0,572.0,3.0,Y,216,121,0,0,0,0,NA,0,NA,0,8,2006,New,187750,12,0,0,7,9,0.0,0,1301,3.0,0.0,286.0,121,Summer
1207,1017,527301170,60,RL,46,20544,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2.0,7,6,1986,1991,Gable,CompShg,Plywood,NIL,BrkFace,123.0,CBlock,4,3,1,0,0.0,0,0.0,791.0,791.0,GasA,3,Y,1236,857,0,2093,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1986.0,3.0,2.0,542.0,3.0,Y,364,63,0,0,0,0,NA,3,NA,0,11,2008,WD ,215000,13,22,17,7,8,0.0,0,2093,3.0,22.0,271.0,63,Fall
1208,1384,905107380,20,RL,73,9981,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.0,5,5,1967,1967,Gable,CompShg,MetalSd,NIL,BrkFace,340.0,CBlock,3,3,2,3,221.0,0,0.0,852.0,1073.0,GasA,3,Y,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1967.0,2.0,1.0,270.0,3.0,Y,0,90,0,0,0,0,NA,3,NA,0,3,2008,WD ,120000,10,41,41,6,8,221.0,3,1073,1.0,41.0,270.0,90,Spring
1209,1790,528439080,20,RL,70,8251,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2005,2006,Gable,CompShg,VinylSd,NIL,BrkFace,143.0,PConc,4,4,3,5,778.0,0,0.0,716.0,1494.0,GasA,5,Y,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2005.0,2.0,2.0,672.0,3.0,Y,192,35,0,0,0,0,NA,0,NA,0,4,2007,WD ,249000,12,2,1,7,11,778.0,5,1506,3.0,2.0,336.0,35,Spring
1210,2530,534175100,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1.0,7,6,1967,1967,Hip,CompShg,HdBoard,NIL,BrkFace,264.0,CBlock,3,3,1,3,553.0,1,68.0,713.0,1334.0,GasA,3,Y,1334,0,0,1334,1.0,0.0,2,0,3,1,3,7,Typ,0,0,Attchd,1967.0,2.0,2.0,477.0,3.0,Y,0,20,35,0,264,0,NA,0,NA,0,4,2006,WD ,164500,13,39,39,6,7,621.0,4,1334,3.0,39.0,238.5,319,Spring
1211,2893,916252170,120,RM,53,8239,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1.0,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,1295,0,0,1295,0.0,0.0,2,0,2,1,4,5,Typ,0,0,Attchd,1986.0,2.0,1.0,312.0,3.0,Y,0,0,0,0,0,0,NA,0,NA,0,11,2006,WD ,230000,12,20,20,7,0,0.0,0,1295,2.0,20.0,312.0,0,Fall
1212,2027,903426010,70,RM,53,5700,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2.0,7,6,1929,1990,Gable,CompShg,Wd Sdng,WdShing,None,0.0,BrkTil,3,3,1,2,336.0,0,0.0,336.0,672.0,GasA,3,N,672,672,0,1344,1.0,0.0,1,1,3,1,4,6,Typ,1,4,Attchd,1979.0,1.0,2.0,456.0,3.0,Y,0,0,70,0,0,0,NA,4,NA,0,9,2007,WD ,140000,13,78,17,6,7,336.0,2,1344,3.0,28.0,228.0,70,Fall
1213,683,535452140,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,7,1952,1952,Gable,CompShg,MetalSd,NIL,None,0.0,CBlock,3,4,1,4,630.0,3,102.0,0.0,732.0,GasA,4,Y,732,0,0,732,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1952.0,1.0,1.0,240.0,3.0,Y,0,68,0,0,0,0,NA,0,NA,0,9,2009,WD ,118900,12,57,57,7,8,732.0,7,732,2.0,57.0,240.0,68,Fall
1214,823,906378110,20,RL,71,9178,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,8,5,2008,2008,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,3,0,0.0,0,0.0,1468.0,1468.0,GasA,5,Y,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,Typ,1,4,Attchd,2008.0,2.0,3.0,904.0,3.0,Y,192,142,0,0,0,0,NA,0,NA,0,6,2009,WD ,239900,13,1,1,7,10,0.0,0,1468,2.0,1.0,301.3333333333333,142,Summer
1215,2374,527452070,120,RL,53,4043,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1.0,6,5,1975,1975,Gable,CompShg,Plywood,NIL,None,0.0,CBlock,4,3,1,4,727.0,3,156.0,186.0,1069.0,GasA,3,Y,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,Typ,1,1,Attchd,1975.0,2.0,2.0,440.0,3.0,Y,0,55,0,0,225,0,NA,0,NA,0,7,2006,WD ,146300,11,31,31,6,8,883.0,7,1069,3.0,31.0,220.0,280,Summer
1216,1594,923225080,120,RM,53,4224,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1.0,5,6,1975,1975,Gable,CompShg,CemntBd,NIL,None,0.0,PConc,4,3,1,5,769.0,0,0.0,271.0,1040.0,GasA,3,Y,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1975.0,1.0,2.0,499.0,3.0,Y,0,100,0,0,0,0,NA,0,NA,0,6,2008,WD ,124000,11,33,33,6,8,769.0,5,1040,1.0,33.0,249.5,100,Summer
1217,2049,905100060,190,RL,75,11235,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,2.0,5,5,1963,1963,Gable,CompShg,HdBoard,NIL,None,0.0,CBlock,4,3,3,4,925.0,0,0.0,0.0,925.0,GasA,4,Y,999,0,0,999,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1963.0,1.0,1.0,308.0,3.0,Y,40,176,0,0,0,0,NA,3,NA,0,3,2007,WD ,130000,10,44,44,6,10,925.0,4,999,2.0,44.0,308.0,176,Spring
1218,1813,531385070,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.0,7,5,2000,2001,Gable,CompShg,VinylSd,NIL,BrkFace,108.0,PConc,4,3,1,0,0.0,0,0.0,1349.0,1349.0,GasA,5,Y,1349,0,0,1349,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,2000.0,1.0,2.0,539.0,3.0,Y,120,55,0,0,0,0,NA,4,NA,0,12,2007,WD ,179000,12,7,6,6,8,0.0,0,1349,2.0,7.0,269.5,55,Winter
1219,365,527180100,20,RL,99,11851,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1.0,7,5,1990,1990,Gable,CompShg,HdBoard,NIL,None,0.0,PConc,4,3,1,0,0.0,0,0.0,1424.0,1424.0,GasA,5,Y,1442,0,0,1442,0.0,0.0,2,0,3,1,3,5,Typ,0,0,Attchd,1990.0,2.0,2.0,500.0,3.0,Y,0,34,0,508,0,0,NA,0,NA,0,5,2009,WD ,180500,12,19,19,6,8,0.0,0,1442,2.0,19.0,250.0,542,Spring
1220,176,902125160,30,RM,47,4608,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.0,4,6,1945,1950,Gable,CompShg,MetalSd,NIL,None,0.0,CBlock,3,3,1,0,0.0,0,0.0,747.0,747.0,GasA,4,Y,747,0,0,747,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1945.0,1.0,1.0,220.0,3.0,Y,0,0,0,0,0,0,NA,0,NA,0,6,2010,WD ,80000,10,65,60,7,7,0.0,0,747,1.0,65.0,220.0,0,Summer
1221,510,528435030,20,RL,78,9262,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,8,5,2008,2009,Gable,CompShg,CemntBd,NIL,Stone,194.0,PConc,4,3,1,0,0.0,0,0.0,1573.0,1573.0,GasA,5,Y,1578,0,0,1578,0.0,0.0,2,0,3,1,5,7,Typ,1,4,Attchd,2008.0,3.0,3.0,840.0,3.0,Y,0,36,0,0,0,0,NA,0,NA,0,5,2009,New,287090,13,1,0,7,8,0.0,0,1578,2.0,1.0,280.0,36,Spring
1222,1326,902427045,20,RM,70,12702,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,5,5,1956,1956,Gable,CompShg,BrkFace,NIL,None,0.0,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,882,0,0,882,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,1.0,1.0,308.0,3.0,Y,0,45,0,0,0,0,NA,0,NA,0,12,2008,WD ,97000,10,52,52,6,0,0.0,0,882,1.0,52.0,308.0,45,Winter
1223,2423,528228360,120,RL,73,2938,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2002,2002,Gable,CompShg,VinylSd,NIL,BrkFace,40.0,PConc,4,3,3,5,1038.0,0,0.0,330.0,1368.0,GasA,5,Y,1511,0,0,1511,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,2002.0,3.0,2.0,398.0,3.0,Y,130,30,0,0,0,0,NA,0,NA,0,5,2006,WD ,246990,12,4,4,7,10,1038.0,5,1511,3.0,4.0,199.0,30,Spring
1224,1631,527175130,20,RL,160,18160,Grvl,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.0,6,6,1964,1964,Gable,CompShg,HdBoard,NIL,BrkCmn,138.0,CBlock,3,3,3,3,550.0,0,0.0,752.0,1302.0,GasA,2,Y,1128,0,0,1128,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,1964.0,1.0,2.0,480.0,3.0,P,0,108,246,0,0,0,NA,3,NA,0,3,2007,WD ,154204,12,43,43,6,9,550.0,3,1128,2.0,43.0,240.0,354,Spring
1225,1263,535425060,20,RL,76,11355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.0,7,7,1958,2001,Gable,Tar&Grv,HdBoard,NIL,BrkFace,125.0,CBlock,3,3,1,3,637.0,0,0.0,675.0,1312.0,GasA,5,Y,1312,0,0,1312,0.0,0.0,1,1,3,1,3,6,Typ,1,4,Attchd,1958.0,2.0,2.0,495.0,3.0,Y,0,304,144,0,0,0,NA,3,Othr,6500,4,2008,WD ,186000,14,50,7,6,7,637.0,3,1312,2.0,50.0,247.5,448,Spring
1226,1046,527451550,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,5,5,1972,1972,Gable,CompShg,HdBoard,NIL,BrkFace,356.0,CBlock,3,3,1,2,350.0,0,0.0,280.0,630.0,GasA,4,Y,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,Typ,0,0,Detchd,1972.0,1.0,1.0,264.0,3.0,Y,0,0,0,0,0,0,NA,0,NA,0,12,2008,WD ,111750,10,36,36,6,7,350.0,2,1302,3.0,36.0,264.0,0,Winter
1227,47,528176010,20,RL,110,14300,Pave,NA,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1.0,9,5,2003,2004,Hip,CompShg,VinylSd,NIL,BrkFace,1095.0,PConc,5,3,4,5,1373.0,0,0.0,1473.0,2846.0,GasA,5,Y,2696,0,0,2696,1.0,0.0,2,1,3,1,5,10,Typ,2,4,Attchd,2003.0,3.0,3.0,958.0,3.0,Y,220,150,0,0,0,0,NA,0,NA,0,6,2010,WD ,500000,14,7,6,8,12,1373.0,5,2696,4.0,7.0,319.3333333333333,150,Summer
1228,1424,906378190,60,RL,65,10616,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2.0,7,5,2007,2007,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,1,0,0.0,0,0.0,628.0,628.0,GasA,5,Y,628,728,0,1356,0.0,0.0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2007.0,3.0,2.0,484.0,3.0,Y,100,24,0,0,0,0,NA,0,NA,0,3,2008,New,177439,12,1,1,7,8,0.0,0,1356,3.0,1.0,242.0,24,Spring
1229,429,528108070,60,RL,96,11308,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.0,9,5,2008,2008,Gable,CompShg,VinylSd,NIL,Stone,154.0,PConc,5,3,3,5,936.0,0,0.0,168.0,1104.0,GasA,5,Y,1130,1054,0,2184,1.0,0.0,2,1,3,1,5,10,Typ,1,4,Attchd,2008.0,3.0,3.0,836.0,3.0,Y,0,102,0,0,0,0,NA,0,NA,0,7,2009,WD ,335000,14,1,1,8,11,936.0,5,2184,4.0,1.0,278.6666666666667,102,Summer
1230,1031,527359070,60,RL,80,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2.0,7,6,1976,1976,Hip,CompShg,Plywood,NIL,BrkFace,660.0,CBlock,3,3,1,4,403.0,0,0.0,400.0,803.0,GasA,4,Y,1098,866,0,1964,0.0,0.0,2,1,4,1,3,8,Typ,1,4,Attchd,1976.0,2.0,2.0,483.0,3.0,Y,0,69,0,0,0,0,NA,0,NA,0,9,2008,WD ,205000,13,32,32,6,7,403.0,4,1964,3.0,32.0,241.5,69,Fall
1231,1635,527184110,120,RL,35,5118,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1990,1990,Gable,CompShg,CemntBd,NIL,None,0.0,PConc,4,3,4,5,926.0,0,0.0,386.0,1312.0,GasA,3,Y,1321,0,0,1321,1.0,0.0,1,0,1,1,4,4,Typ,1,3,Attchd,1990.0,2.0,2.0,484.0,3.0,Y,0,64,140,0,0,0,NA,0,NA,0,8,2007,WD ,212000,13,17,17,7,11,926.0,5,1321,2.0,17.0,242.0,204,Summer
1232,309,911370510,120,RM,44,3811,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1.0,8,5,2004,2005,Hip,CompShg,CemntBd,NIL,Stone,186.0,PConc,5,3,4,5,1373.0,0,0.0,221.0,1594.0,GasA,5,Y,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,Typ,1,4,Attchd,2004.0,3.0,2.0,525.0,3.0,Y,128,53,0,0,155,0,NA,0,NA,0,5,2010,WD ,246000,13,6,5,7,12,1373.0,5,1646,4.0,6.0,262.5,208,Spring
1233,1020,527302070,20,RL,73,10825,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.0,7,7,1983,1983,Gable,CompShg,WdShing,Plywood,BrkFace,174.0,CBlock,4,3,2,5,747.0,0,0.0,513.0,1260.0,GasA,4,Y,1260,0,0,1260,1.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,1983.0,1.0,2.0,598.0,3.0,Y,152,0,0,0,0,0,NA,0,NA,0,7,2008,WD ,181900,14,25,25,7,9,747.0,5,1260,3.0,25.0,299.0,0,Summer
1234,178,902206040,50,RM,50,5500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5,5,7,1929,2001,Gable,CompShg,Wd Sdng,NIL,None,0.0,BrkTil,3,3,1,1,234.0,4,692.0,0.0,926.0,GasA,4,Y,926,0,390,1316,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1974.0,1.0,2.0,484.0,3.0,Y,0,0,0,0,0,0,NA,0,NA,0,4,2010,WD ,130000,12,81,9,6,7,926.0,5,1316,2.0,36.0,242.0,0,Spring
1235,1975,902105110,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,5,7,1910,2002,Gable,CompShg,Wd Sdng,WdShing,None,0.0,BrkTil,2,2,1,0,0.0,0,0.0,264.0,264.0,GasA,5,Y,768,664,0,1432,0.0,0.0,2,0,2,1,3,7,Typ,0,0,Detchd,1910.0,1.0,2.0,360.0,4.0,Y,270,0,112,0,0,0,NA,4,NA,0,5,2007,WD ,132000,12,97,5,7,5,0.0,0,1432,2.0,97.0,180.0,112,Spring
1236,2096,906223040,60,RL,75,9317,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2.0,7,5,1994,2001,Gable,CompShg,VinylSd,NIL,None,0.0,PConc,4,4,1,5,497.0,0,0.0,282.0,779.0,GasA,5,Y,1029,929,0,1958,1.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,1994.0,2.0,2.0,499.0,3.0,Y,202,93,0,0,0,0,NA,0,NA,0,7,2007,WD,220000,12,13,6,8,9,497.0,5,1958,4.0,13.0,249.5,93,Summer
1237,865,907252210,20,RL,73,11838,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,8,5,2001,2001,Hip,CompShg,VinylSd,NIL,None,0.0,PConc,4,3,3,0,0.0,0,0.0,1753.0,1753.0,GasA,5,Y,1788,0,0,1788,0.0,0.0,2,0,3,1,5,7,Typ,1,3,Attchd,2001.0,2.0,2.0,522.0,3.0,Y,202,151,0,0,0,0,NA,0,NA,0,6,2009,WD ,236500,13,8,8,7,10,0.0,0,1788,2.0,8.0,261.0,151,Summer
